piece,voices_p6_up,voice_role_lo1_nim,start_measure,voices_p6_lo,cadence_final_tone,stop_measure,cadence_kind,cadence_kind_before,cadence_kind_after,cadence_final_tone_before,cadence_final_tone_after,phrase_length
"La terre, l'eau, l'air, le feu et les cieulx",None,None,24,None,None,25,NoCadence,Authentic,NoCadence+Authentic,F,None+F,2
"La terre, l'eau, l'air, le feu et les cieulx",None,None,17,None,F,18,Authentic,NoCadence,NoCadence,None,None,2
"La terre, l'eau, l'air, le feu et les cieulx",None,None,9,None,None,10,NoCadence,None,Authentic,None,F,2
Margot s'endormit sur un lict,None,None,42,None,F,43,Authentic,NoCadence,None,None,None,2
Margot s'endormit sur un lict,None,None,42,None,F,45,Authentic,NoCadence,None,None,None,4
Margot s'endormit sur un lict,None,None,40,None,None,40,NoCadence,Authentic,Authentic+Authentic,F,F+F,1
Margot s'endormit sur un lict,None,None,37,None,F,38,Authentic,NoCadence+Plagal,NoCadence,None+F,None,2
Margot s'endormit sur un lict,None,None,34,None,None,35,NoCadence,Authentic,Authentic,D,F,2
Margot s'endormit sur un lict,None,None,34,None,F,34,Plagal,Authentic,Authentic,D,F,1
Margot s'endormit sur un lict,None,None,30,None,D,31,Authentic,Authentic+Phrygian,NoCadence+Plagal,F+A,None+F,2
Margot s'endormit sur un lict,None,None,29,None,A,29,Phrygian,Authentic,Authentic,F,D,1
Margot s'endormit sur un lict,None,None,25,None,F,26,Authentic,Authentic,Authentic,C,F,2
Margot s'endormit sur un lict,None,None,27,None,F,27,Authentic,Authentic,Phrygian+Authentic,F,A+D,1
Margot s'endormit sur un lict,None,None,22,None,C,22,Authentic,Plagal+Authentic,Authentic,D+C,F,1
Margot s'endormit sur un lict,None,None,21,None,C,22,Authentic,Plagal,Authentic,D,C,2
Margot s'endormit sur un lict,None,None,19,None,D,19,Plagal,Authentic+Plagal,Authentic+Authentic,F+D,C+C,1
Margot s'endormit sur un lict,None,None,18,None,D,19,Plagal,Authentic,Plagal,F,D,2
Margot s'endormit sur un lict,None,None,16,None,F,16,Authentic,Authentic+CadInCad,Plagal+Plagal,F+F,D+D,1
Margot s'endormit sur un lict,None,None,15,None,F,16,CadInCad,Authentic,Authentic,F,F,2
Margot s'endormit sur un lict,None,None,10,None,F,11,Authentic,Authentic,CadInCad+Authentic,F,F+F,2
Margot s'endormit sur un lict,None,None,7,None,F,8,Authentic,NoCadence,Authentic,None,F,2
Margot s'endormit sur un lict,None,None,5,None,None,5,NoCadence,Authentic,Authentic,F,F,1
Margot s'endormit sur un lict,None,None,4,None,F,5,Authentic,None,NoCadence,None,None,2
Qu'est-il besoing cercher toutes les nuictz,None,None,35,None,F,35,Authentic,Authentic,None,C,None,1
Qu'est-il besoing cercher toutes les nuictz,None,None,34,None,F,36,CadInCad,Authentic,None,C,None,3
Qu'est-il besoing cercher toutes les nuictz,None,None,30,None,C,30,Authentic,Authentic+Authentic,CadInCad+Authentic,C+C,F+F,1
Qu'est-il besoing cercher toutes les nuictz,None,None,29,None,C,30,Authentic,Authentic,Authentic,C,C,2
Qu'est-il besoing cercher toutes les nuictz,None,None,25,None,C,26,Authentic,Authentic,Authentic+Authentic,G,C+C,2
Qu'est-il besoing cercher toutes les nuictz,None,None,19,None,G,20,Authentic,Authentic+Authentic,Authentic,F+F,G,2
Qu'est-il besoing cercher toutes les nuictz,None,None,20,None,G,21,Authentic,Authentic+Authentic+Authentic,Authentic,F+F+G,C,2
Qu'est-il besoing cercher toutes les nuictz,None,None,13,None,F,14,Authentic,NoCadence,Authentic+Authentic,None,G+G,2
Qu'est-il besoing cercher toutes les nuictz,None,None,13,None,F,15,Authentic,NoCadence,Authentic+Authentic,None,G+G,3
Qu'est-il besoing cercher toutes les nuictz,None,None,8,None,None,9,NoCadence,Authentic,Authentic+Authentic,F,F+F,2
Qu'est-il besoing cercher toutes les nuictz,None,None,4,None,F,5,Authentic,None,NoCadence,None,None,2
Qui souhaittez d'avoir tout le plaisir,None,None,43,None,F,44,Authentic,Plagal,None,A,None,2
Qui souhaittez d'avoir tout le plaisir,None,None,43,None,F,46,Authentic,Plagal,None,A,None,4
Qui souhaittez d'avoir tout le plaisir,None,None,33,None,A,34,Plagal,Plagal,Authentic+Authentic,G,F+F,2
Qui souhaittez d'avoir tout le plaisir,None,None,31,None,G,32,Plagal,Plagal,Plagal,C,A,2
Qui souhaittez d'avoir tout le plaisir,None,None,27,None,F,28,Authentic,NoCadence,Plagal,None,C,2
Qui souhaittez d'avoir tout le plaisir,None,None,28,None,C,29,Plagal,NoCadence+Authentic,Plagal,None+F,G,2
Qui souhaittez d'avoir tout le plaisir,None,None,23,None,None,23,NoCadence,Authentic+NoCadence,Authentic+Plagal,G+None,F+C,1
Qui souhaittez d'avoir tout le plaisir,None,None,22,None,None,23,NoCadence,Authentic,NoCadence,G,None,2
Qui souhaittez d'avoir tout le plaisir,None,None,19,None,G,20,Authentic,Authentic,NoCadence+NoCadence,C,None+None,2
Qui souhaittez d'avoir tout le plaisir,None,None,15,None,C,16,Authentic,Authentic,Authentic,G,G,2
Qui souhaittez d'avoir tout le plaisir,None,None,9,None,G,10,Authentic,Authentic,Authentic,C,C,2
Qui souhaittez d'avoir tout le plaisir,None,None,5,None,C,6,Authentic,None,Authentic,None,G,2
Si pour t'avoir tant loyaument aymée,None,None,21,None,F,22,Authentic,Phrygian,None,D,None,2
Si pour t'avoir tant loyaument aymée,None,None,14,None,D,15,Phrygian,NoCadence+Plagal,Authentic,None+F,F,2
Si pour t'avoir tant loyaument aymée,None,None,10,None,None,11,NoCadence,Authentic,Phrygian,F,D,2
Si pour t'avoir tant loyaument aymée,None,None,10,None,F,11,Plagal,Authentic,Phrygian,F,D,2
Si pour t'avoir tant loyaument aymée,None,None,7,None,F,7,Authentic,NoCadence+Authentic+Authentic,NoCadence+Plagal,None+C+F,None+F,1
Si pour t'avoir tant loyaument aymée,None,None,6,None,F,7,Authentic,NoCadence+Authentic,Authentic,None+C,F,2
Si pour t'avoir tant loyaument aymée,None,None,3,None,None,4,NoCadence,None,Authentic+Authentic,None,F+F,2
Si pour t'avoir tant loyaument aymée,None,None,3,None,C,4,Authentic,None,Authentic+Authentic,None,F+F,2
Je souffre passion/ D'une amour forte,None,None,37,None,F,38,Authentic,Plagal,Authentic,C,F,2
Je souffre passion/ D'une amour forte,None,None,38,None,F,38,Authentic,Plagal+Authentic,None,C+F,None,1
Je souffre passion/ D'une amour forte,None,None,33,None,C,34,Plagal,Authentic,Authentic+Authentic,F,F+F,2
Je souffre passion/ D'une amour forte,None,None,30,None,F,31,Authentic,Plagal,Plagal,D,C,2
Je souffre passion/ D'une amour forte,None,None,25,None,D,26,Plagal,Authentic,Authentic,B-flat,F,2
Je souffre passion/ D'une amour forte,None,None,21,None,B-flat,21,Authentic,Authentic+Authentic,Plagal,C+B-flat,D,1
Je souffre passion/ D'une amour forte,None,None,20,None,B-flat,21,Authentic,Authentic,Authentic,C,B-flat,2
Je souffre passion/ D'une amour forte,None,None,18,None,C,19,Authentic,NoCadence,Authentic+Authentic,None,B-flat+B-flat,2
Je souffre passion/ D'une amour forte,None,None,16,None,None,16,NoCadence,Authentic+Authentic,Authentic,F+B-flat,C,1
Je souffre passion/ D'une amour forte,None,None,15,None,B-flat,16,Authentic,Authentic,NoCadence,F,None,2
Je souffre passion/ D'une amour forte,None,None,10,None,F,11,Authentic,Authentic,Authentic+NoCadence,F,B-flat+None,2
Je souffre passion/ D'une amour forte,None,None,5,None,F,5,Authentic,CadInCad,Authentic,F,F,1
Je souffre passion/ D'une amour forte,None,None,4,None,F,5,CadInCad,None,Authentic,None,F,2
Ce friant oeil qui toujours estincelle,None,None,52,None,F,53,Authentic,Plagal,None,D,None,2
Ce friant oeil qui toujours estincelle,None,None,49,None,D,50,Plagal,Authentic,Authentic,F,F,2
Ce friant oeil qui toujours estincelle,None,None,46,None,F,47,Authentic,Phrygian,Plagal,A,D,2
Ce friant oeil qui toujours estincelle,None,None,43,None,A,43,Phrygian,Authentic+Plagal,Authentic,C+D,F,1
Ce friant oeil qui toujours estincelle,None,None,42,None,D,43,Plagal,Authentic,Phrygian,C,A,2
Ce friant oeil qui toujours estincelle,None,None,38,None,C,39,Authentic,Authentic,Plagal+Phrygian,C,D+A,2
Ce friant oeil qui toujours estincelle,None,None,32,None,C,32,Authentic,CadInCad,Authentic,C,C,1
Ce friant oeil qui toujours estincelle,None,None,29,None,C,32,CadInCad,Plagal,Authentic,D,C,4
Ce friant oeil qui toujours estincelle,None,None,27,None,D,28,Plagal,Authentic,CadInCad,C,C,2
Ce friant oeil qui toujours estincelle,None,None,25,None,C,26,Authentic,Authentic+Authentic,Plagal,G+C,D,2
Ce friant oeil qui toujours estincelle,None,None,24,None,C,25,Authentic,Authentic+Authentic,Authentic,F+G,C,2
Ce friant oeil qui toujours estincelle,None,None,23,None,G,24,Authentic,Authentic,Authentic+Authentic,F,C+C,2
Ce friant oeil qui toujours estincelle,None,None,18,None,F,19,Authentic,Phrygian+Plagal,Authentic+Authentic,A+D,G+C,2
Ce friant oeil qui toujours estincelle,None,None,16,None,A,17,Phrygian,Authentic,Authentic,F,F,2
Ce friant oeil qui toujours estincelle,None,None,16,None,D,17,Plagal,Authentic,Authentic,F,F,2
Ce friant oeil qui toujours estincelle,None,None,10,None,F,11,Authentic,Authentic,Phrygian+Plagal,C,A+D,2
Ce friant oeil qui toujours estincelle,None,None,5,None,C,6,Authentic,None,Authentic,None,F,2
Allons aux champs sur la verdure,None,None,29,None,F,30,Authentic,Authentic,None,C,None,2
Allons aux champs sur la verdure,None,None,25,None,C,26,Authentic,Authentic,Authentic,C,F,2
Allons aux champs sur la verdure,None,None,23,None,C,23,Authentic,Authentic+Authentic,Authentic,F+C,C,1
Allons aux champs sur la verdure,None,None,22,None,C,23,Authentic,Authentic,Authentic,F,C,2
Allons aux champs sur la verdure,None,None,17,None,None,17,NoCadence,Authentic,Authentic,F,F,1
Allons aux champs sur la verdure,None,None,17,None,F,18,Authentic,Authentic+NoCadence,Authentic+Authentic,F+None,C+C,2
Allons aux champs sur la verdure,None,None,11,None,F,12,Authentic,Authentic,NoCadence+Authentic,F,None+F,2
Allons aux champs sur la verdure,None,None,7,None,F,8,Authentic,Authentic,Authentic,F,F,2
Allons aux champs sur la verdure,None,None,4,None,F,5,Authentic,None,Authentic,None,F,2
Dieu doinct le bon jour à m'amye,None,None,30,None,F,31,Authentic,Authentic+Authentic+Authentic,None,F+F+C,None,2
Dieu doinct le bon jour à m'amye,None,None,29,None,F,33,Authentic,Authentic+Authentic+Authentic,None,F+F+C,None,5
Dieu doinct le bon jour à m'amye,None,None,26,None,C,27,Authentic,Authentic,Authentic+Authentic,F,F+F,2
Dieu doinct le bon jour à m'amye,None,None,23,None,F,24,Authentic,NoCadence,Authentic+Authentic+Authentic,None,F+F+C,2
Dieu doinct le bon jour à m'amye,None,None,20,None,G,21,Authentic,Authentic,NoCadence,C,None,2
Dieu doinct le bon jour à m'amye,None,None,17,None,C,18,Plagal,Authentic+Authentic,Authentic,C+C,C,2
Dieu doinct le bon jour à m'amye,None,None,17,None,None,18,NoCadence,Authentic+Authentic,Authentic,C+C,C,2
Dieu doinct le bon jour à m'amye,None,None,14,None,F,14,Authentic,NoCadence+Authentic,Authentic+Authentic,None+F,C+C,1
Dieu doinct le bon jour à m'amye,None,None,13,None,F,14,Authentic,Authentic,Authentic+Authentic,C,F+C,2
Dieu doinct le bon jour à m'amye,None,None,11,None,C,12,Authentic,Authentic,NoCadence+Authentic,F,None+F,2
Dieu doinct le bon jour à m'amye,None,None,6,None,C,7,CadInCad,NoCadence+NoCadence,Authentic,None+None,F,2
Dieu doinct le bon jour à m'amye,None,None,5,None,None,6,NoCadence,Authentic+NoCadence,Authentic+CadInCad,F+None,F+C,2
Dieu doinct le bon jour à m'amye,None,None,3,None,F,3,Authentic,Authentic,NoCadence+NoCadence,F,None+None,1
Dieu doinct le bon jour à m'amye,None,None,2,None,F,3,Authentic,None,Authentic+NoCadence,None,F+None,2
Puis que malheur me tient rigueur,None,None,27,None,F,28,Authentic,Authentic,None,F,None,2
Puis que malheur me tient rigueur,None,None,23,None,F,23,Authentic,Authentic+CadInCad,Authentic,D+F,F,1
Puis que malheur me tient rigueur,None,None,22,None,F,23,CadInCad,Authentic,Authentic,D,F,2
Puis que malheur me tient rigueur,None,None,18,None,D,19,Authentic,Authentic,CadInCad+Authentic,A,F+F,2
Puis que malheur me tient rigueur,None,None,15,None,A,15,Authentic,Authentic+Plagal,Authentic,F+D,D,1
Puis que malheur me tient rigueur,None,None,14,None,D,15,Plagal,Authentic,Authentic,F,A,2
Puis que malheur me tient rigueur,None,None,8,None,F,9,Authentic,NoCadence,Plagal+Authentic,None,D+A,2
Puis que malheur me tient rigueur,None,None,4,None,None,4,NoCadence,Authentic,Authentic,C,F,1
Puis que malheur me tient rigueur,None,None,3,None,C,4,Authentic,None,NoCadence,None,None,2
Cupido pour ses appetitz vers des mouches alla,None,None,30,None,None,31,Authentic,Authentic,None,None,None,2
Cupido pour ses appetitz vers des mouches alla,None,None,27,None,None,28,Authentic,Plagal,Authentic,E,None,2
Cupido pour ses appetitz vers des mouches alla,None,None,24,None,E,24,Plagal,NoCadence,Plagal,None,E,1
Cupido pour ses appetitz vers des mouches alla,None,None,24,None,E,25,Plagal,NoCadence+Plagal,Authentic,None+E,None,2
Cupido pour ses appetitz vers des mouches alla,None,None,20,None,None,20,NoCadence,Plagal+NoCadence,Plagal+Plagal,A+None,E+E,1
Cupido pour ses appetitz vers des mouches alla,None,None,18,None,A,19,Plagal,Authentic+Authentic,NoCadence+NoCadence,C+C,None+None,2
Cupido pour ses appetitz vers des mouches alla,None,None,19,None,None,20,NoCadence,Authentic+Authentic+Plagal,NoCadence,C+C+A,None,2
Cupido pour ses appetitz vers des mouches alla,None,None,12,None,C,13,Authentic,NoCadence,Authentic,None,C,2
Cupido pour ses appetitz vers des mouches alla,None,None,9,None,C,14,Authentic,Authentic+NoCadence,Plagal+NoCadence,G+G,A+None,6
Cupido pour ses appetitz vers des mouches alla,None,None,13,None,C,14,Authentic,NoCadence+Authentic,Plagal+NoCadence,None+C,A+None,2
Cupido pour ses appetitz vers des mouches alla,None,None,9,None,None,9,NoCadence,Authentic+NoCadence,Authentic+Authentic,G+G,C+C,1
Cupido pour ses appetitz vers des mouches alla,None,None,7,None,G,9,Authentic,CadInCad+Authentic+CadInCad,Authentic+NoCadence,A+A+E,C+None,3
Cupido pour ses appetitz vers des mouches alla,None,None,8,None,G,9,NoCadence,CadInCad+Authentic+CadInCad,Authentic+NoCadence,A+A+E,C+None,2
Cupido pour ses appetitz vers des mouches alla,None,None,6,None,A,7,Authentic,None,Authentic+NoCadence,None,G+G,2
Cupido pour ses appetitz vers des mouches alla,None,None,6,None,E,7,CadInCad,None,Authentic+NoCadence,None,G+G,2
Cupido pour ses appetitz vers des mouches alla,None,None,4,None,A,7,CadInCad,Authentic+Authentic,Authentic+NoCadence,G+G,G+G,4
Cupido pour ses appetitz vers des mouches alla,None,None,3,None,G,3,Authentic,None,CadInCad,None,A,1
Cupido pour ses appetitz vers des mouches alla,S,None,1,T,G,4,Authentic,None,CadInCad,None,A,4
Au feu d'amour qui ne se peult estaindre,None,None,26,None,C,26,Authentic,Authentic+Authentic+Authentic,None,G+G+C,None,1
Au feu d'amour qui ne se peult estaindre,None,None,25,None,C,26,Authentic,Authentic+Authentic,Authentic,G+G,C,2
Au feu d'amour qui ne se peult estaindre,None,None,20,None,G,20,Authentic,Authentic,Authentic+Authentic,F,C+C,1
Au feu d'amour qui ne se peult estaindre,None,None,19,None,G,21,Authentic,Authentic,Authentic+Authentic,F,C+C,3
Au feu d'amour qui ne se peult estaindre,None,None,13,None,F,14,Authentic,Authentic,Authentic+Authentic,C,G+G,2
Au feu d'amour qui ne se peult estaindre,None,None,10,None,C,11,Authentic,Authentic,Authentic,F,F,2
Au feu d'amour qui ne se peult estaindre,None,None,6,None,F,7,Authentic,Authentic+Authentic,Authentic,C+F,C,2
Au feu d'amour qui ne se peult estaindre,None,None,5,None,F,6,Authentic,Authentic,Authentic,C,F,2
Au feu d'amour qui ne se peult estaindre,None,None,3,None,C,4,Authentic,None,Authentic+Authentic,None,F+F,2
Ho le meschant qui a ployé,None,None,26,None,F,27,Authentic,NoCadence,None,None,None,2
Ho le meschant qui a ployé,None,None,26,None,F,28,Authentic,NoCadence,None,None,None,3
Ho le meschant qui a ployé,None,None,21,None,None,22,NoCadence,Plagal+Plagal,Authentic+Authentic,F+F,F+F,2
Ho le meschant qui a ployé,None,None,16,None,F,17,Plagal,NoCadence+Plagal,NoCadence,None+F,None,2
Ho le meschant qui a ployé,None,None,15,None,F,17,Plagal,NoCadence+Plagal,NoCadence,None+F,None,3
Ho le meschant qui a ployé,None,None,13,None,None,14,NoCadence,NoCadence,Plagal+Plagal,None,F+F,2
Ho le meschant qui a ployé,None,None,13,None,F,14,Plagal,NoCadence,Plagal+Plagal,None,F+F,2
Ho le meschant qui a ployé,None,None,6,None,None,6,NoCadence,Plagal+Plagal+Authentic,NoCadence+Plagal,A+A+F,None+F,1
Ho le meschant qui a ployé,None,None,5,None,F,6,Authentic,Plagal+Plagal,NoCadence,A+A,None,2
Ho le meschant qui a ployé,None,None,4,None,A,5,Plagal,None,Authentic+NoCadence,None,F+None,2
Ho le meschant qui a ployé,None,None,3,None,A,5,Plagal,None,Authentic+NoCadence,None,F+None,3
Or my doint Dieu bonne adventure,None,None,20,None,A,21,Authentic,NoCadence+Phrygian,None,None+E,None,2
Or my doint Dieu bonne adventure,None,None,20,None,A,22,Authentic,NoCadence+Phrygian,None,None+E,None,3
Or my doint Dieu bonne adventure,None,None,14,None,None,15,NoCadence,CadInCad+Authentic,Authentic+Authentic,C+C,A+A,2
Or my doint Dieu bonne adventure,None,None,14,None,E,15,Phrygian,CadInCad+Authentic,Authentic+Authentic,C+C,A+A,2
Or my doint Dieu bonne adventure,None,None,8,None,C,9,CadInCad,Authentic,NoCadence+Phrygian,A,None+E,2
Or my doint Dieu bonne adventure,None,None,8,None,C,9,Authentic,Authentic,NoCadence+Phrygian,A,None+E,2
Or my doint Dieu bonne adventure,None,None,4,None,A,5,Authentic,None,CadInCad+Authentic,None,C+C,2
Dire me fault par desespoir contrainct,None,None,33,None,A,34,Authentic,Authentic,None,C,None,2
Dire me fault par desespoir contrainct,None,None,33,None,A,36,Authentic,Authentic,None,C,None,4
Dire me fault par desespoir contrainct,None,None,26,None,C,27,Authentic,Authentic+CadInCad,Authentic+Authentic,C+C,A+A,2
Dire me fault par desespoir contrainct,None,None,25,None,C,26,CadInCad,Authentic,Authentic,C,C,2
Dire me fault par desespoir contrainct,None,None,21,None,C,22,Authentic,Authentic,CadInCad+Authentic,A,C+C,2
Dire me fault par desespoir contrainct,None,None,16,None,A,18,Authentic,Authentic+Authentic,Authentic,A+A,C,3
Dire me fault par desespoir contrainct,None,None,15,None,A,16,Authentic,Authentic,Authentic,A,A,2
Dire me fault par desespoir contrainct,None,None,10,None,A,11,Authentic,CadInCad,Authentic+Authentic,A,A+A,2
Dire me fault par desespoir contrainct,None,None,4,None,A,7,CadInCad,None,Authentic,None,A,4
Jouons beau jeu tout en riant,None,None,38,None,G,39,Authentic,Authentic,None,B-flat,None,2
Jouons beau jeu tout en riant,None,None,30,None,B-flat,31,Authentic,NoCadence,Authentic,None,G,2
Jouons beau jeu tout en riant,None,None,27,None,None,27,NoCadence,NoCadence+Authentic,Authentic,None+F,B-flat,1
Jouons beau jeu tout en riant,None,None,26,None,F,27,Authentic,NoCadence,NoCadence,None,None,2
Jouons beau jeu tout en riant,None,None,24,None,None,24,NoCadence,Authentic+NoCadence,Authentic+NoCadence,G+None,F+None,1
Jouons beau jeu tout en riant,None,None,23,None,None,24,NoCadence,Phrygian+Authentic,NoCadence,D+G,None,2
Jouons beau jeu tout en riant,None,None,22,None,G,23,Authentic,Phrygian,NoCadence+NoCadence,D,None+None,2
Jouons beau jeu tout en riant,None,None,19,None,D,19,Phrygian,Authentic+Phrygian,Authentic+NoCadence,G+D,G+None,1
Jouons beau jeu tout en riant,None,None,18,None,D,19,Phrygian,Authentic,Phrygian,G,D,2
Jouons beau jeu tout en riant,None,None,13,None,G,14,Authentic,NoCadence,Phrygian+Phrygian,None,D+D,2
Jouons beau jeu tout en riant,None,None,10,None,None,11,NoCadence,Authentic,Authentic,G,G,2
Jouons beau jeu tout en riant,None,None,7,None,G,7,Authentic,NoCadence+Authentic,NoCadence,None+G,None,1
Jouons beau jeu tout en riant,None,None,6,None,G,7,Authentic,NoCadence,Authentic,None,G,2
Jouons beau jeu tout en riant,None,None,4,None,None,4,NoCadence,Phrygian,Authentic+Authentic,D,G+G,1
Jouons beau jeu tout en riant,None,None,3,None,D,4,Phrygian,None,NoCadence,None,None,2
"Joye et santé, ma demoiselle",None,None,20,None,B-flat,21,Authentic,Plagal+NoCadence,None,D+None,None,2
"Joye et santé, ma demoiselle",None,None,18,None,D,19,Plagal,Authentic+Authentic,NoCadence+Authentic,G+D,None+B-flat,2
"Joye et santé, ma demoiselle",None,None,19,None,None,19,NoCadence,Authentic+Plagal,Authentic,D+D,B-flat,1
"Joye et santé, ma demoiselle",None,None,17,None,D,18,Authentic,Authentic,Plagal+NoCadence,G,D+None,2
"Joye et santé, ma demoiselle",None,None,14,None,G,15,Authentic,NoCadence+Phrygian,Authentic+Plagal,None+D,D+D,2
"Joye et santé, ma demoiselle",None,None,12,None,None,13,NoCadence,Authentic,Authentic,G,G,2
"Joye et santé, ma demoiselle",None,None,12,None,D,13,Phrygian,Authentic,Authentic,G,G,2
"Joye et santé, ma demoiselle",None,None,10,None,G,11,Authentic,Authentic,NoCadence+Phrygian,D,None+D,2
"Joye et santé, ma demoiselle",None,None,7,None,D,8,Authentic,Plagal,Authentic,G,G,2
"Joye et santé, ma demoiselle",None,None,5,None,G,6,Plagal,Authentic,Authentic,D,D,2
"Joye et santé, ma demoiselle",None,None,3,None,D,3,Authentic,None,Plagal,None,G,1
Ma mère veult que je file,None,None,25,None,G,26,Authentic,Authentic,None,D,None,2
Ma mère veult que je file,None,None,23,None,D,23,Authentic,Authentic+Authentic,Authentic,D+D,G,1
Ma mère veult que je file,None,None,22,None,D,23,Authentic,Authentic,Authentic,D,D,2
Ma mère veult que je file,None,None,20,None,D,21,Authentic,Plagal,Authentic+Authentic,F,D+D,2
Ma mère veult que je file,None,None,17,None,F,18,Plagal,Authentic+Authentic,Authentic,B-flat+D,D,2
Ma mère veult que je file,None,None,16,None,D,17,Authentic,Authentic,Plagal,B-flat,F,2
Ma mère veult que je file,None,None,13,None,B-flat,14,Authentic,Authentic,Authentic+Plagal,G,D+F,2
Ma mère veult que je file,None,None,7,None,G,8,Authentic,Authentic,Authentic,D,G,2
Ma mère veult que je file,None,None,9,None,G,11,Authentic,Authentic,Authentic,G,B-flat,3
Ma mère veult que je file,None,None,5,None,D,6,Authentic,Authentic+Authentic,Authentic,G+D,G,2
Ma mère veult que je file,None,None,4,None,D,5,Authentic,Authentic,Authentic,G,D,2
Ma mère veult que je file,None,None,2,None,G,3,Authentic,None,Authentic+Authentic,None,D+D,2
Un fin mary voyant sa chambriere,None,None,48,None,G,49,Authentic,NoCadence+Authentic,None,None+D,None,2
Un fin mary voyant sa chambriere,None,None,44,None,None,45,NoCadence,Authentic,Authentic,D,G,2
Un fin mary voyant sa chambriere,None,None,44,None,D,45,Authentic,Authentic,Authentic,D,G,2
Un fin mary voyant sa chambriere,None,None,39,None,D,39,Authentic,Authentic+Authentic,NoCadence+Authentic,D+D,None+D,1
Un fin mary voyant sa chambriere,None,None,38,None,D,39,Authentic,Authentic,Authentic,D,D,2
Un fin mary voyant sa chambriere,None,None,35,None,D,36,Authentic,Authentic,Authentic+Authentic,D,D+D,2
Un fin mary voyant sa chambriere,None,None,32,None,D,33,Authentic,NoCadence,Authentic,None,D,2
Un fin mary voyant sa chambriere,None,None,24,None,None,25,NoCadence,Authentic,NoCadence,D,None,2
Un fin mary voyant sa chambriere,None,None,25,None,None,27,NoCadence,Authentic+NoCadence,Authentic,D+None,D,3
Un fin mary voyant sa chambriere,None,None,20,None,D,20,Authentic,Authentic,Authentic,B-flat,D,1
Un fin mary voyant sa chambriere,None,None,20,None,D,21,Authentic,Authentic+Authentic,NoCadence+NoCadence,B-flat+D,None+None,2
Un fin mary voyant sa chambriere,None,None,15,None,B-flat,15,Authentic,Authentic+Authentic,Authentic+Authentic,G+B-flat,D+D,1
Un fin mary voyant sa chambriere,None,None,14,None,B-flat,15,Authentic,Authentic,Authentic,G,B-flat,2
Un fin mary voyant sa chambriere,None,None,9,None,G,9,Authentic,Plagal+Authentic,Authentic+Authentic,D+G,B-flat+B-flat,1
Un fin mary voyant sa chambriere,None,None,8,None,G,9,Authentic,Plagal,Authentic,D,G,2
Un fin mary voyant sa chambriere,None,None,6,None,D,6,Plagal,Authentic,Authentic+Authentic,G,G+G,1
Un fin mary voyant sa chambriere,None,None,3,None,G,4,Authentic,None,Plagal,None,D,2
Si la beaulté doit perir en peu d'heure,None,None,29,None,G,30,Authentic,Authentic,None,B-flat,None,2
Si la beaulté doit perir en peu d'heure,None,None,29,None,G,32,Authentic,Authentic,None,B-flat,None,4
Si la beaulté doit perir en peu d'heure,None,None,21,None,B-flat,22,Authentic,Authentic,Authentic+Authentic,D,G+G,2
Si la beaulté doit perir en peu d'heure,None,None,15,None,D,16,Authentic,Authentic,Authentic,D,B-flat,2
Si la beaulté doit perir en peu d'heure,None,None,11,None,D,11,Authentic,CadInCad+Authentic,Authentic,G+G,D,1
Si la beaulté doit perir en peu d'heure,None,None,7,None,G,8,Authentic,None,Authentic,None,D,2
Si la beaulté doit perir en peu d'heure,None,None,6,None,G,8,CadInCad,None,Authentic,None,D,3
Un gros prieur son petit filz baisoit,None,None,31,None,G,32,Authentic,Authentic+Phrygian,None,D+D,None,2
Un gros prieur son petit filz baisoit,None,None,31,None,G,33,Authentic,Authentic+Phrygian,None,D+D,None,3
Un gros prieur son petit filz baisoit,None,None,26,None,D,27,Authentic,Phrygian,Authentic+Authentic,D,G+G,2
Un gros prieur son petit filz baisoit,None,None,26,None,D,27,Phrygian,Phrygian,Authentic+Authentic,D,G+G,2
Un gros prieur son petit filz baisoit,None,None,24,None,D,24,Phrygian,Plagal,Authentic+Phrygian,A,D+D,1
Un gros prieur son petit filz baisoit,None,None,22,None,A,23,Plagal,NoCadence+Phrygian,Phrygian,None+E,D,2
Un gros prieur son petit filz baisoit,None,None,19,None,None,20,NoCadence,Authentic,Plagal,B-flat,A,2
Un gros prieur son petit filz baisoit,None,None,19,None,E,20,Phrygian,Authentic,Plagal,B-flat,A,2
Un gros prieur son petit filz baisoit,None,None,16,None,None,16,NoCadence,Authentic,Authentic,G,B-flat,1
Un gros prieur son petit filz baisoit,None,None,16,None,B-flat,16,Authentic,Authentic+NoCadence,NoCadence+Phrygian,G+None,None+E,1
Un gros prieur son petit filz baisoit,None,None,14,None,G,15,Authentic,Authentic,NoCadence+Authentic,B-flat,None+B-flat,2
Un gros prieur son petit filz baisoit,None,None,11,None,B-flat,12,Authentic,Authentic,Authentic,G,G,2
Un gros prieur son petit filz baisoit,None,None,7,None,G,8,Authentic,Authentic,Authentic,B-flat,B-flat,2
Un gros prieur son petit filz baisoit,None,None,4,None,B-flat,5,Authentic,None,Authentic,None,G,2
"Vous me changez pour un aultre, madame",None,None,27,None,D,28,Authentic,Authentic,None,A,None,2
"Vous me changez pour un aultre, madame",None,None,22,None,A,22,Authentic,Authentic,Authentic,A,D,1
"Vous me changez pour un aultre, madame",None,None,20,None,A,22,Authentic,Authentic+CAD NDLT,Authentic,A+A,A,3
